	P0_rep1	P0_rep2	AB_rep1	AB_rep2	P1_rep1	P1_rep2
WBGene00219668	0	0	0	0	0	0
WBGene00219669	0	0	0	0	0	0
WBGene00219670	0	0	0	0	0	0
WBGene00219671	0	0	0	0	0	0
WBGene00219672	0	0	0	0	0	0
WBGene00219673	0	0	0	0	0	0
WBGene00219674	0	0	0	0	0	0
WBGene00219675	2.02	0	0	0	0.4	0
WBGene00219676	0	0	0	0	0	0
WBGene00219677	0	0	0	0	0	0
WBGene00219678	1.44	0	0	0	0	0
WBGene00219679	0	0	0	0	0	0
WBGene00219680	0	0	0	0	0	0
WBGene00219681	0	0	0	0	0	0
WBGene00219682	0	0	0	0	0	0
WBGene00219683	0	0	0	0	0	0
WBGene00219684	0	0	0	0	0	0
WBGene00219685	1.15	0	0	0	0	0
WBGene00219686	0	0	0	0	0	0
WBGene00219687	0	0	0	0	0	0
WBGene00219688	0	0	0	0	0	0
WBGene00219689	0	0	0	0	0	0
WBGene00219690	0	0	0	0	0	0
WBGene00219691	0	0	0	0	0	0
WBGene00219692	0	0	0	0	0	0
WBGene00219693	0	0	0	0	0	0
WBGene00219694	0	0	0	0	0	0
WBGene00219695	0	0	0	0	0	0
WBGene00219696	0	0	0	0	0	0
WBGene00219697	0	0	0	0	0	0
WBGene00219698	0	0	0	0	0	0
WBGene00219699	22.22	2.34	0	0	0	0
WBGene00219700	0	0.29	0	0	0	0
WBGene00219701	30.88	23.13	11.21	8.78	29.13	27.53
WBGene00219702	0	0	0	0	0	0
WBGene00219703	0	0	0	0	0	0
WBGene00219704	0	0	0	0	0	0
WBGene00219705	0	0	0	0	0	0
WBGene00219706	0	0	0	0	0	0
WBGene00219707	0	7.61	0	0	0	0
WBGene00219708	0	0	0	0	0	0
WBGene00219709	0	0	0	0	0	0
WBGene00219710	0	0	0	0	0	0
WBGene00219711	0	0	0	0	0	0
WBGene00219712	0	0	0	0	0	0
WBGene00219713	0	0	0	0	0	0
WBGene00219714	0	0	0	0	0	0
WBGene00219715	0	0	0	0	0	0
WBGene00219716	0	0	0	0	0	0
WBGene00219717	0	0	0	0	0	0
WBGene00219718	0	7.32	0	0	0	0
WBGene00219719	0	0	0	0	0	0
WBGene00219720	0	0	0	0	0	0
WBGene00219721	0	0	0	0	0	0
WBGene00219722	0	0	0	0	0	0
WBGene00219723	0	0	0	0	0	0
WBGene00219724	0	0	0	0	0	0
WBGene00219725	0	0	0	0	0	0
WBGene00219726	0	0	0	0	0	0
WBGene00219727	0	0	0	0	0	0
WBGene00219728	0.58	0	0	0	0	0
WBGene00219729	0	0	0	0	0	0
WBGene00219730	2.02	0.59	0	0	0	0
WBGene00219731	0	0	0	0	0	0
WBGene00219732	0	0	0	0	0	0
WBGene00219733	0	0	0	0	0	0
WBGene00219734	0	0	0	0	0	0
WBGene00219735	0	0	0	0	0	0
WBGene00219736	0	0	0	0	0	0
WBGene00219737	0	0	0	0	0	0
WBGene00219738	1.44	0.88	0.77	1.65	1.21	0.61
WBGene00219739	0	0	0	0	0	0
WBGene00219740	0	0	0	0	0	0
WBGene00219741	5.19	0	0	0	0	0
WBGene00219742	0	0	0	0	0	0
WBGene00219743	0	0	0	0	0	0
WBGene00219744	0	0	0	0	0	0
WBGene00219745	0	0	0	0	0	0
WBGene00219746	0	0.88	0	0	0	0
WBGene00219747	0	0	0	0	0	0
WBGene00219748	0	0	0	0	0	0
WBGene00219749	0	0	0	0	0	0
WBGene00219750	0	0	0	0	0	0
WBGene00219751	0	0	0	0	0	0
WBGene00219752	0	0	0	0	0	0
WBGene00219753	0	0	0	0	0	0
WBGene00219754	0	0	0	0	0	0
WBGene00219755	0	0	0	0	0	0
WBGene00219756	0	0	0	0	0	0
WBGene00219757	1.44	0.29	0	0	0	0
WBGene00219758	0.29	0	0	0	0	0
WBGene00219759	0	0	0	0	0	0
WBGene00219760	0	0	0	0	0	0
WBGene00219761	0	0	0	0	0	0
WBGene00219762	0	0	0	0	0	0
WBGene00219763	0	0	0	0	0	0
WBGene00219764	0	0	0	0	0	0
WBGene00219765	0	0	0	0	0	0
WBGene00219766	0	0	0	0	0	0
WBGene00219767	0	0	0	0	0	0
WBGene00219768	0	0	0	0	0	0
WBGene00219769	0	0	0	0	0	0
WBGene00219770	0	0	0	0	0	0
WBGene00219771	0	0	0	0	0	0
WBGene00219772	0	0	0	0	0	0
WBGene00219773	0	0	0	0	0	0
WBGene00219774	0	0	0	0	0	0
WBGene00219775	0	0	0	0	0	0
WBGene00219776	0	0	0	0	0	0
WBGene00219777	0	0	0	0	0	0
WBGene00219778	13.27	16.69	2.32	0	0.81	1.22
WBGene00219779	0	0	0	0	0	0
WBGene00219780	0	0	0	0	0	0
WBGene00219781	0	0	0	0	0	0
WBGene00219782	0	0	0	0	0	0
WBGene00219783	0	0	0	0	0	0
WBGene00219784	0	0	0	0	0	0
WBGene00219785	0	0	0	0	0	0
WBGene00219786	0	0	0	0	0	0
WBGene00219787	0	0	0	0	0	0
WBGene00219788	0	0	0	0	0	0
WBGene00219789	0	0	0	0	0	0
WBGene00219790	0	0	0	0	0	0
WBGene00219791	0	0	0	0	0	0
WBGene00219792	0	0	0	0	0	0
WBGene00219793	0	0	0	0	0	0
WBGene00219794	0	0	0	0	0	0
WBGene00219795	0	0	0	0	0	0
WBGene00219796	1.44	1.46	0	0	0	0
WBGene00219797	0	0	0	0	0	0
WBGene00219798	0	0	0	0	0	0
WBGene00219799	0	0	0	0	0	0
WBGene00219800	23.37	27.52	19.71	6.04	6.88	4.89
WBGene00219801	0	0	0	0	0	0
WBGene00219803	141.98	133.19	122.12	119.11	162.63	137.63
WBGene00219804	0	0	0	0	0	0
WBGene00219805	0	0	0	0	0	0
WBGene00219806	0	0	0	0	0	0
WBGene00219807	0	0	0	0	0	0
WBGene00219808	0	0	0	0	0	0
WBGene00219809	0	0	0	0	0	0
WBGene00219810	0	0	0	0	0	0
WBGene00219811	0	0	0	0	0	0
WBGene00219812	0	0	0	0	0	0
WBGene00219813	0	0	0	0	0	0
WBGene00219814	0	0	0	0	0	0
WBGene00219815	0	0	0	0	0	0
WBGene00219816	27.99	40.98	55.26	8.78	33.98	11.01
WBGene00219817	0	0	0	0	0	0
WBGene00219818	0	0	0	0	0	0
WBGene00219819	0	0	0	0	0	0
WBGene00219820	0	0	0	0	0	0
WBGene00219821	0	0	0	0	0	0
WBGene00219822	0	0	0	0	0	0
WBGene00219823	0	0	0	0	0	0
WBGene00219824	0	0	0	0	0	0
WBGene00219825	0	0	0	0	0	0
WBGene00219826	0	0	0	0	0	0
WBGene00219827	0	0	0	0	0	0
WBGene00219828	0	0	0	0	0	0
WBGene00219829	0	0	0	0	0	0
WBGene00219830	0	0	0	0	0	0
WBGene00219831	0	0	0	0.55	0	0
WBGene00219832	0	0	0	0	0	0
WBGene00219833	0	0	0	0	0	0
WBGene00219834	0	0	0	0	0	0
WBGene00219835	0	0	0	0	0	0
WBGene00219836	0	0	0	0	0	0
WBGene00219837	0	0	0	0	0	0
WBGene00219838	0	0	0	0	0	0
WBGene00219839	0	0	0	0	0	0
WBGene00219840	0	0	0	0	0	0
WBGene00219841	0	0	0	0	0	0
WBGene00219842	0	0	0	0	0	0
WBGene00219843	0	0	0	0	0	0
WBGene00219844	0	0	0	0	0	0
WBGene00219845	0	0	0	0	0	0
WBGene00219846	0	0	0	0	0	0
WBGene00219847	0	0	0	0	0	0
WBGene00219848	0	0	0	0	0	0
WBGene00219849	57.72	116.22	201.34	21.41	207.14	20.19
WBGene00219850	0	0	0	0	0	0
WBGene00219851	0	0	0	0	0	0
WBGene00219852	0	0	0	0	0	0
WBGene00219853	0	0	0	0	0	0
WBGene00219854	0	0	0	0	0	0
WBGene00219855	0	0	0	0	0	0
WBGene00219856	0	0	0	0	0	0
WBGene00219857	0	0	0	0	0	0
WBGene00219858	0	0	0	0	0	0
WBGene00219859	0	0	0	0	0	0
WBGene00219860	0	0	0	0	0	0
WBGene00219861	0	0	0	0	0	0
WBGene00219862	0	0	0	0	0	0
WBGene00219863	0	0	0	0	0	0
WBGene00219864	0	0	0	0	0	0
WBGene00219865	0	0	0	0	0	0
WBGene00219866	0	0	0	0	0	0
WBGene00219867	0	0	0	0	0	0
WBGene00219868	0	0	0	0	0	0
WBGene00219869	0	0	0	0	0	0
WBGene00219870	0	0	0	0	0	0
WBGene00219871	0	0	0	0	0	0
WBGene00219872	0	0	0	0	0	0
WBGene00219873	0	0	0	0	0	0
WBGene00219874	0	0	0	0	0	0
WBGene00219875	0	0	0	0	0	0
WBGene00219876	0	0	0	0	0	0
WBGene00219877	0	0	0	0	0	0
WBGene00219878	0	0	0	0	0	0
WBGene00219879	0	0	0	0	0	0
WBGene00219880	0	0	0	0	0	0
WBGene00219881	0	0	0	0	0	0
WBGene00219882	0	0	0	0	0	0
WBGene00219883	0	0	0	0	0	0
WBGene00219884	0	0	0	0	0	0
WBGene00219885	0	0	0	0	0	0
WBGene00219886	0	0	0	0	0	0
WBGene00219887	0	0	0	0	0	0
WBGene00219888	0	0	0	0	0	0
WBGene00219889	0	0	0	0	0	0
WBGene00219890	0	0	0	0	0	0
WBGene00219891	0	0	0	0	0	0
WBGene00219892	0	0	0	0	0	0
WBGene00219893	0	0	0	0	0	0
WBGene00219894	0	0	0	0	0	0
WBGene00219895	0	0	0	0	0	0
WBGene00219896	0	0	0	0	0	0
WBGene00219897	0	0	0	0	0	0
WBGene00219898	0	0	0	0	0	0
WBGene00219899	0	0	0	0	0	0
WBGene00219900	0	0	0	0	0	0
WBGene00219901	0	0	0	0	0	0
WBGene00219902	0	0	0	0	0	0
WBGene00219903	0	0	0	0	0	0
WBGene00219904	0	2.93	0.39	13.17	30.34	8.56
WBGene00219905	0	0	0	0	0	0
WBGene00219906	0	0	0	0	0	0
WBGene00219907	0	0	0	0	0	0
WBGene00219908	59.74	64.4	14.3	19.76	20.23	33.03
WBGene00219909	0	0	0	0	0	0
WBGene00219910	0	0	0	0	0	0
WBGene00219911	0	0	0	0	0	0
WBGene00219912	2.02	4.39	2.71	0.55	0	0.61
WBGene00219913	0	0	0	0	0	0
WBGene00219914	0	0	0	0	0	0
WBGene00219915	0	0	0	0	0	0.61
WBGene00219916	0	0	0	0	0	0
WBGene00219917	0	0	0	0	0	0
WBGene00219918	0	0	0	0	0	0
WBGene00219919	0	0	0	0	0	0
WBGene00219920	0	0	0	0	0	0
WBGene00219921	0	0	0	0	0	0
WBGene00219922	0	0	0	0	0	0
WBGene00219923	0	0	0	0	0	0
WBGene00219924	0	0	0	0	0	0
WBGene00219925	0	0	0	0	0	0
WBGene00219926	0	0	0	0	0	0
WBGene00219927	0	0	0	0	0	0
WBGene00219928	0	0	0	0	0	0
WBGene00219929	0	0	0	0	0	0
WBGene00219930	0	0	0	0	0	0
WBGene00219931	0.87	0	0	2.2	0	0
WBGene00219932	0	0	0	0	0	0
WBGene00219933	0	0	0	0	0	0
WBGene00219934	0	0	0	0	0	0
WBGene00219935	0	0	0	0	0	0
WBGene00219936	0	0	0	0	0	0
WBGene00219937	0	0	0	0	0	0
WBGene00219938	0	0	0	0	0	0
WBGene00219939	0	0	0	0	0	0
WBGene00219940	0	0	0	0	0	0
WBGene00219941	0	0	0	0	0	0
WBGene00219942	0	0	0	0	0	0
WBGene00219943	0	0	0	0	0	0
WBGene00219944	0	0	0	0	0	0
WBGene00219945	0	0	0	0	0	0
WBGene00219946	0	0	0	0	0	0
WBGene00219947	0	0	0	0	0	0
WBGene00219948	0	0	0	0	0	0
WBGene00219949	0	0.59	0	0	0.81	0
WBGene00219950	0	0	0	0	0	0
WBGene00219951	0	0	0	0	0	0
WBGene00219952	0	0	0	0	0	0
WBGene00219953	0	0	0	0	0	0
WBGene00219954	0	0	0	0	0	0
WBGene00219955	0	0	0	0	0	0
WBGene00219956	0	0	0	0	0	0
WBGene00219957	0	0	0	0	0	0
WBGene00219958	0	0	0	0	0	0
WBGene00219959	0	0	0	0	0	0
WBGene00219960	0	0	0	0	0	0
WBGene00219961	0	0	0	0	0	0
WBGene00219962	0	0	0	0	0	0
WBGene00219963	0	0	0	0	0	0
WBGene00219964	0	0	0	0	0	0
WBGene00219965	0	0	0	0	0	0
WBGene00219966	0	0	0	0	0	0
WBGene00219967	0	0	0	0	0	0
WBGene00219968	0	0	0	0	0	0
WBGene00219969	0	0	0	0	0	0
WBGene00219970	0	0	0	0	0	0
WBGene00219971	0	0	0	0	0	0
WBGene00219972	0	0	0	0	0	0
WBGene00219973	0	0	0	0	0	0
WBGene00219974	0	0	0	0	0	0
WBGene00219975	0	0	0	0	0	0
WBGene00219976	0	0	0	0	0	0
WBGene00219977	0	0	0	0	0	0
WBGene00219978	0	0	0	0	0	0
WBGene00219979	0	0	0	0	0	0
WBGene00219980	0	0	0	0	0	0
WBGene00219981	0	0	0	0	0	0
WBGene00219982	0	0	0	0	0	0
WBGene00219983	1.73	0.88	0	0	0	0
WBGene00219984	0	0	0	0	0	0
WBGene00219985	9.52	9.66	17	4.94	15.78	4.28
WBGene00219986	0	0	0	0	0	0
WBGene00219987	0	0	0	0	0	0
WBGene00219988	0	0	0	0	0	0
WBGene00219989	0	0	0	0	0	0
WBGene00219990	0	0	0	0	0	0
WBGene00219991	0	0	0	0	0	0
WBGene00219992	0	0	0	0	0	0
WBGene00219993	0	0	0	0	0	0
WBGene00219994	0	0	0	0	0	0
WBGene00219995	0	0	0	0	0	0
WBGene00219996	0	0	0	0	0	0
WBGene00219997	0	0	0	0	0	0
WBGene00219998	0	0	0	0	0	0
WBGene00219999	0	0	0	0	0	0
WBGene00220000	0	0	0	0	0	0
WBGene00220001	0	0	0	0	0	0
WBGene00220002	0	0	0	0	0	0
WBGene00220003	0	0	0	0	0	0
WBGene00220004	0	0.29	0	0	0	0
WBGene00220005	0	0	0	0	0	0
WBGene00220006	0	0	0	0	0	0
WBGene00220007	0	0	0	0	0	0
WBGene00220008	0	0	0	0	0	0
WBGene00220009	0	0	0	0	0	0
WBGene00220010	0	0	9.66	47.2	0	44.04
WBGene00220011	0	0	0	0	0	0
WBGene00220012	0	0	0	0	0	0
WBGene00220013	0	0	0	0	0	0
WBGene00220014	0	0	0	0	0	0
WBGene00220015	0	0	0	0	0	0
WBGene00220016	0	0	0	0	0	0
WBGene00220017	0	0	0	0	0	0
WBGene00220018	0	0	0	0	0	0
WBGene00220019	4.91	19.32	0	0	0	8.56
WBGene00220020	0	0	0	0	0	0
WBGene00220021	0	0	0	0	0	0
WBGene00220022	0	0	0	0	0	0
WBGene00220023	0	0	0	0	0	0
WBGene00220024	0	0	0	0	0	0
WBGene00220025	0	0	0	0	0	0
WBGene00220026	0	0	0	0	0	0
WBGene00220027	0	0	0	0	0	0
WBGene00220028	0	0	0	0	0	0
WBGene00220029	0	0	2.71	0	0	0
WBGene00220030	0	0	0	0	0	0
WBGene00220031	0	0	0	0	0	0
WBGene00220032	0	0	0	0	0	0
WBGene00220033	0	0	0	0	0	0
WBGene00220034	0	0	0	0	0	0
WBGene00220035	0	0	0	0	0	0
WBGene00220036	0	0	0	0	0	0
WBGene00220037	0	0	0	0	0	0
WBGene00220038	0	0	0	0	0	0
WBGene00220039	0	0	0	0	0	0
WBGene00220040	19.91	31.03	0	15.37	0	22.02
WBGene00220041	0	0	0	0	0	0
WBGene00220042	0	0	0	0	0	0
WBGene00220043	0	0	0	0	0	0
WBGene00220044	0	0	0	0	0	0
WBGene00220045	0	0	0	0	0	0
WBGene00220046	0	0	0	0	0	0
WBGene00220047	0	0	0	0	0	0
WBGene00220048	0	2.34	1.55	0	0	0
WBGene00220049	3.46	8.2	2.71	2.2	6.07	1.84
WBGene00220050	0	0	0	0	0	0
WBGene00220051	0	0	0	0	0	0
WBGene00220052	0	0	0	0	0	0
WBGene00220053	0	0	0	0	0	0
WBGene00220054	0	0	0	0	0	0
WBGene00220055	0	0	0	0	0	0
WBGene00220056	0	0	0	0	0	0
WBGene00220057	0	0	0	0	0	0
WBGene00220058	0	0	0	0	0	0
WBGene00220059	0	0	0	0	0	0
WBGene00220060	0	0	0	0	0	0
WBGene00220061	0	0	0	0	0	0
WBGene00220062	0	0	0	0	0	0
WBGene00220063	0	0	0	0	0	0
WBGene00220064	0	0	0	0	0	0
WBGene00220065	0	0	0	0	0	0
WBGene00220066	0	0	0	0	0	0
WBGene00220067	0	0	0	0	0	0
WBGene00220068	0	0	0	0	0	0
WBGene00220069	0	0	0	0	0	0
WBGene00220070	0	0	0	0	0	0
WBGene00220071	0	0	0	0	0	0
WBGene00220072	0	0	0	0	0	0
WBGene00220073	0	0	0	0	0	0
WBGene00220074	0	0	0	0	0	0
WBGene00220075	0	0	0	0	0	0
WBGene00220076	0	0	0	0	0	0
WBGene00220077	0	0	0	0	0	0
WBGene00220078	0	0	0	0	1.62	0
WBGene00220079	0	0	0	0	0	0
WBGene00220080	0	0	0	0	0	0
WBGene00220081	0	0	0	0	0	0
WBGene00220082	1.15	0	0	0	0	0
WBGene00220083	0	0	0	0	0	0
WBGene00220084	0	0	0	0	0	0
WBGene00220085	0	0	0	0	0	0
WBGene00220086	0	0	0	0	0	0
WBGene00220087	0	0	0	0	0	0
WBGene00220088	0	0	0	0	0	0
WBGene00220089	0	0	0	0	0	0
WBGene00220090	0	0	0	1.65	0	0
WBGene00220091	0	0	0	0	0	0
WBGene00220092	0	0	0	0	0	0
WBGene00220093	0	0	0	0	0	0
WBGene00220094	0	0	0	0	0	0
WBGene00220095	0	0	0	0	0	0
WBGene00220096	0	0	0	0	0	0
WBGene00220097	0	0	0	0	0	0
WBGene00220098	0	0	0	0	0	0
WBGene00220099	0	0	0	0	0	0
WBGene00220100	0	0	0	0	0	0
WBGene00220101	0	0	0	0	0	0
WBGene00220102	0	0	0	0	0	0
WBGene00220104	0	0	0	0	0	0
WBGene00220105	0	0	0	0	0	0
WBGene00220106	0	0	0	0	0	0
WBGene00220107	0	0	0	0	0	0
WBGene00220108	0	0	0	0	0	0
WBGene00220109	0	0	0	0	0	0
WBGene00220110	0	0	0	0	0	0
WBGene00220111	0	0	0	0	0	0
WBGene00220112	0	0	0	0	0	0
WBGene00220113	0	0	0	0	0	0
WBGene00220114	0	0	0	0	0	0
WBGene00220115	0	0	0	0	0	0
WBGene00220116	0	0	0	0	0	0
WBGene00220117	0	0	0	0	0	0
WBGene00220118	0	0	0	0	0	0
WBGene00220119	0	0	0	0	0	0
WBGene00220120	0	0	0	0	0	0
WBGene00220121	0	0	0	0	0	0
WBGene00220122	0	0	0	0	0	0
WBGene00220123	0	0	0	0	0	0
WBGene00220124	0	0	0	0	0	0
WBGene00220125	0	0	0	0	0	0
WBGene00220126	0	0	0	0	0	0
WBGene00220127	0	0	0	0	0	0
WBGene00220128	0	0	0	0	0	0
WBGene00220129	0	0	0	0	0	0
WBGene00220130	0	0	0	0	0	0
WBGene00220131	0	0	0	0	0	0
WBGene00220132	0	0	0	0	0	0
WBGene00220133	0	0	0	0	0	0
WBGene00220134	0	0	0	0	0	0
WBGene00220135	0	0	0	0	0	0
WBGene00220136	0	0	0	0	0	0
WBGene00220137	0	0	0	0	0	0
WBGene00220138	0	0	0	0	0	0
WBGene00220139	0	0	0	0	0	0
WBGene00220140	0	0	0	0	0	0
WBGene00220141	0	0	0	0	0	0
WBGene00220142	0	0	0	0	0	0
WBGene00220143	0	0	0	0	0	0
WBGene00220144	0	0	0	0	0	0
WBGene00220145	0	0	0	0	0	0
WBGene00220146	0	0	0	0	0	0
WBGene00220147	0	0	0	0	0	0
WBGene00220148	0	0	0	0	0	0
WBGene00220149	0	0	0	0	0	0
WBGene00220150	0	0	0	0	0	0
WBGene00220151	0	0	0	0	0	0
WBGene00220152	0	0	0	0	0	0
WBGene00220153	0	0	0	0	0	0
WBGene00220154	0	0	0	0	0	0
WBGene00220155	0	0	0	0	0	0
WBGene00220156	0	0	0	0	0	0
WBGene00220157	0	0	0	0	0	0
WBGene00220158	0	0	0	0	0	0
WBGene00220159	0	0	0	0	0	0
WBGene00220160	0	0	0	0	0	0
WBGene00220161	0	0	0	0	0	0
WBGene00220162	0	0	0	0	0	0
WBGene00220163	0	0	0	0	0	0
WBGene00220164	0	0	0	0	0	0
WBGene00220165	0	4.39	0	0	0	0
WBGene00220166	0	0	0	0	0	0
WBGene00220167	0	0	0	0	0	0
WBGene00220168	1.73	0	2.32	0.55	0	0
WBGene00220169	0	0	0	0	0	0
WBGene00220170	0	0	0	0	0	0
WBGene00220171	17.31	14.93	0	1.65	0	3.67
WBGene00220172	0	0	0	0	0	0
WBGene00220173	0	0	0	0	0	0
WBGene00220174	0	0	0	0	0	0
WBGene00220175	0	0	0	0	0	0
WBGene00220176	0	1.17	0	0	0	0.61
WBGene00220177	0	0	0	0	0	0
WBGene00220178	0	1.17	0	0	0	0
WBGene00220179	0	0	0	0	0	0
WBGene00220180	0	0	0	0	0	0
WBGene00220181	0	0	0	0	0	0
WBGene00220182	0	0	0	0	0	0
WBGene00220183	0	0	0	0	0	0
WBGene00220184	0	0	0	0	0	0
WBGene00220185	0	0	0	0	0	0
WBGene00220186	0	0	0	0	0	0
WBGene00220187	0	0	0	0	0	0
WBGene00220188	0	0	0	0	0	0
WBGene00220189	0	1.46	0	0	0	0
WBGene00220190	0	0	0	0	0	0
WBGene00220191	0	0	0	0	0	0
WBGene00220192	0	0	0	0	0	0
WBGene00220193	0	0	0	0	0	0
WBGene00220194	0	0	0	0	0	0
WBGene00220195	0	0	0	0	0	0
WBGene00220196	0	0	0	0	0	0
WBGene00220197	0	0	0	0	0	0
WBGene00220198	0	0	0	0	0	0
WBGene00220199	0	0	0	0	0	0
WBGene00220200	0	0	0	0	0	0
WBGene00220201	0	0	0	0	0	0
WBGene00220202	0	0	0	0	0	0
WBGene00220203	0	0	0	0	0	0
WBGene00220204	0	0	0	0	0	0
WBGene00220205	0	0	0	0	0	0
WBGene00220206	0	0	0	0	0	0
WBGene00220207	0	0	0	0	0	0
WBGene00220208	0	0	0	0	0	0
WBGene00220209	0	0	0	0	0	0
WBGene00220210	0	0	0	0	0	0
WBGene00220211	0	5.27	3.86	1.1	0	1.84
WBGene00220212	0	0	0	0	0	0
WBGene00220213	0	0	0	0	0	0
WBGene00220214	0	0	0	0	0	0
WBGene00220215	0	0	0	0	0	0
WBGene00220216	0	0	0	0	0	0
WBGene00220217	0	0.29	0	0	0	0
WBGene00220218	0	0	0	0	0	0
WBGene00220219	0	0	0	0	0	0
WBGene00220220	0	0	0	0	0	0
WBGene00220221	0	0	0	0	0	0
WBGene00220222	0	0	0	0	0	0
WBGene00220223	0	0	0	0	0	0
WBGene00220224	0	0	0	0	0	0
WBGene00220225	0	0	1.93	0	0.81	0.61
WBGene00220226	4.04	2.05	6.57	0	13.35	1.84
WBGene00220227	4.62	4.1	0	0	0	0
WBGene00220228	0	0	0	0	0	0
WBGene00220229	0	0	0	0	0	0
WBGene00220230	0	0	0	0	0	0
WBGene00220231	0	0	0	0	0	0
WBGene00220232	0	0	0	0	0	0
WBGene00220233	0	0	0	0.55	0	0
WBGene00220234	0	0	0	0	0	0
WBGene00220235	0	0	0	0	0	0
WBGene00220236	0	0	0	0	0	0
WBGene00220237	0	0	0	0	0	0
WBGene00220238	0	0.59	0.39	0	0	0
WBGene00220239	0	0	0	0	0	0
WBGene00220240	0	0	0	0	0	0
WBGene00220241	0	0	0	0	0	0
WBGene00220242	0	0	0	0	0	0
WBGene00220243	0	0	0	0	0	0
WBGene00220244	2.31	0	2.71	4.39	6.47	4.28
WBGene00220245	0	0	0	0	0	0
WBGene00220246	54.54	45.37	41.74	34.58	0	33.03
WBGene00220247	0	0	0	0	0	0
WBGene00220248	0	0	0	0	0	0
WBGene00220249	0	0	0	0	0	0
WBGene00220250	0	0	0	0	0	0
WBGene00220251	0	0	0	0	0	0
WBGene00220252	0	0	0	0	0	0
WBGene00220253	0	0	0	0	0	0
WBGene00220254	0	0	0	0	0	0
WBGene00220255	0	0	0	0	0	0
WBGene00220256	0	0	0	0	0	0
WBGene00220257	0	0	0	0	0	0
WBGene00220258	0	0	0	0	0	0
WBGene00220259	0	0	0	0	0	0
WBGene00220260	0	0	0	0	0	0
WBGene00220261	0	0	0	0	0	0
WBGene00235003	0	0	0	0	0	0
WBGene00235080	0	0	0	0	0	0
WBGene00235081	0	0	0	0	0	0
WBGene00235084	0	0	0	0	0	0
WBGene00235085	0	0	0	0	0	0
WBGene00235086	0	0	0	0	0	0
WBGene00235087	0	0	0	0	0	0
WBGene00235088	0	0	0	0	0	0
WBGene00235089	0	0	0	0	0	0
WBGene00235090	0	0	0	0	0	0
WBGene00235091	0	0	0	0	0	0
WBGene00235092	0	0	0	0	0	0
WBGene00235093	0	0	0	0	0	0
WBGene00235094	0	0	0	0	0	0
WBGene00235095	1.15	1.76	0	0.55	0	1.22
WBGene00235102	122.93	170.66	169.27	77.94	193.79	44.65
WBGene00235106	0	0	0	0	0	0
WBGene00235107	0	0	0	0	0	0
WBGene00235108	0	0	0	0	0	0
WBGene00235109	0	0	0	0	0	0
WBGene00235110	0	0	0	0	0	0
WBGene00235111	0	0	0	0	0	0
WBGene00235112	0	0	0	0	0	0
WBGene00235113	0	0	0	0	0	0
WBGene00235114	0	0	0	0	0	0
WBGene00235115	0	0	0	0	0	0
WBGene00235116	0	0	0	0	0	0
WBGene00235117	0	0	0	0	0	0
WBGene00235118	0	0	0	0	0	0
WBGene00235119	0	0	0	0	0	0
WBGene00235120	0	0	0	0	0	0
WBGene00235121	0	0	0	0	0	0
WBGene00235128	0	10.25	0	0	0	0
WBGene00235129	0	0	0	0	0	0
WBGene00235132	0	0	0	0	0	0
WBGene00235133	0	0	0	0	0	0
WBGene00235134	0	0	0	0	0	0
WBGene00235152	0	0	0	0	0	0
WBGene00235153	0	0	0	0	0	0
WBGene00235157	0	0	0	0	0	0
WBGene00235158	0.58	0	0	0	0	0
WBGene00235159	0	0.29	0	0	0	0
WBGene00235160	0	0	0	0	0	0
WBGene00235161	0	0	0	0	0	0
WBGene00235162	0	0	0	0	0	0
WBGene00235163	1.44	4.98	0.39	0	1.62	0
WBGene00235164	0	0	0	0	0	0
WBGene00235165	0	0	0	0	0	0
WBGene00235166	0	0	0	0	0	0
WBGene00235167	0	0	0	0	0	0
WBGene00235175	0	0	0	0	0	0
WBGene00235179	0	0	0	0	0	0
WBGene00235180	0	0	0	0	0	0
WBGene00235181	0	0	0	0	0	0
WBGene00235183	0	0	0	0	0	0
WBGene00235188	0	0	0	0	0	0
WBGene00235190	0	0	0	0	0	0
WBGene00235197	0	0	0	0	0	0
WBGene00235198	0	0	0	0	0	0
WBGene00235200	0	0	0	0	0	0
WBGene00235201	0	0	0	0	0	0
WBGene00235206	0	0	0	0	0	0
WBGene00235209	0	0	0	0	0	0
WBGene00235235	0	0	0	0	0	0
WBGene00235237	0	0	0	0	0	0
WBGene00235247	0	0	0	0	0	0
WBGene00235250	0	0	0	0	0	0
WBGene00235251	0	0	0	0	0	0
WBGene00235252	0	0	0	0	0	0
WBGene00235254	0	0	0	0	0	0
WBGene00235255	0	0	0	0	0	0
WBGene00235256	30.59	31.91	3.86	3.29	0	2.45
WBGene00235257	0	0	0	0	0	0
WBGene00235258	0	0	0	0	0	0
WBGene00235259	0	0	0	0	0	0
WBGene00235260	0	0	0	0	0	0
WBGene00235261	0	0	0	0	0	0
WBGene00235262	0	0	0	0	0	0
WBGene00235263	0	0	0	0	0	0
WBGene00235264	0	0	0	0	0	0
WBGene00235265	0	0	0	0	0	0
WBGene00235266	0	0	0	0	0	0
WBGene00235267	31.45	1.76	0	0.55	0	0
WBGene00235268	0	0	0	0	0	0
WBGene00235269	0	0	5.41	0	0	0
WBGene00235270	0	2.34	0	0	0	0
WBGene00235271	0	0	0	0	0	0
