	P0_rep1	P0_rep2	AB_rep1	AB_rep2	P1_rep1	P1_rep2	
Y113G7C.1	0	0	0	0	0	0	
Y113G7C.2	0	0	0	0	0	0	
Y116A8A.10	0.41	0	0	0	0	0	
Y116A8A.2	0	0	0	0	0	0	
Y116A8A.4	0	0	0	0	0	0	
Y116A8A.6	0	0	0	0	0	0	
Y116A8A.7	0	0	0	0	0	0	
Y116A8B.1	0.41	0	0	0	0	0	
Y116A8B.4	0	0	0	0	0	0	
Y116A8B.5	0	0	0	0	0	0	
Y116A8B.97	0	0	0	0	0	0	
Y116A8C.1	0	0	0	0	0	0	
Y116A8C.10	10.72	4.94	0	0.87	0.63	0.49	
Y116A8C.11	0	0	0	0	0	0	
Y116A8C.13	6.22	8.14	1.68	2.63	4.1	4.52	
Y116A8C.19	0.73	0.37	0	0.71	0	0	
Y116A8C.199	0	0	0	0	0	0	
Y116A8C.20	0.44	0	0	0	0	0	
Y116A8C.22	0	0	26.44	13.87	2.81	0.62	
Y116A8C.23	0	0	0	0	0	0	
Y116A8C.24	0	0	0	0	0	0	
Y116A8C.25	6.6	0	0	0	0	0	
Y116A8C.26	101.54	45.28	166.7	83.04	35.31	51.24	
Y116A8C.27	95.43	138.26	3.96	29.9	10.58	36.2	
Y116A8C.29	11.98	0	0	0	0	0	
Y116A8C.3	0	0	0	0	0	0	
Y116A8C.30	60.09	20	2.44	3.53	24.24	0.98	
Y116A8C.33	0	0	0	0	0	0	
Y116A8C.37	0	0	0	0	0	0	
Y116A8C.38	0	0	0	0	0	0	
Y116A8C.4	0	0	0	0	0	0	
Y116A8C.40	0	0	0	0	0	0	
Y116A8C.43	0	0	0	0	0	0	
Y116A8C.44	0	0	0	0	0	0	
Y116A8C.463	0	0	0	0	0	0	
Y116A8C.465	0	0	0	0	0	0	
Y116A8C.466	0	0	0	0	0	0	
Y116A8C.48	0	0	0	0	0	0	
Y116A8C.49	0	0	0	0	0	0	
Y116A8C.5	0	0	0	0	0	0	
Y116A8C.50	0	0	0	0	0	0	
Y116A8C.51	0	0	0	0	0	0	
Y116A8C.52	0	0	0	0	0	0	
Y116A8C.7	0	0	0	0	0	0	
Y116A8C.8	0	0	0	0	0	0	
Y116A8C.9	11.25	1.62	0	11.78	0	0	
Y116F11A.1	0	0	0	0	0	0	
Y116F11A.3	0	0	0	0	0	0	
Y116F11A.4	0	0	0	0	0	0	
Y116F11A.6	0	0	0	0	0	0	
Y116F11A.7	0	0	0	0	0	0	
Y116F11A.8	0	0	0	0	0	0	
Y116F11A.9	0	0	0	0	0	0	
Y116F11A.t1	0	0	0	0	0	0	
Y116F11B.10	0	0	0	0	0	0	
Y116F11B.11	0	0	0	0	0	0	
Y116F11B.13	0	0	0	0	0	0	
Y116F11B.14	0	0	0	0	0	0	
Y116F11B.17	0	0	0	0	0	0	
Y116F11B.18	0	0	0	0	0	0	
Y116F11B.19	0	0	0	0	0	0	
Y116F11B.2	0	0	0	0	0	0	
Y116F11B.20	0	0	0	0	0	0	
Y116F11B.21	0	0	0	0	0	0	
Y116F11B.22	0	0	0	0	0	0	
Y116F11B.23	0	0	0	0	0	0	
Y116F11B.6	0	0	0	0	0	0	
Y116F11B.7	0	0	0	0	0	0	
Y116F11B.8	0	0	0	4.58	0	0	
Y116F11B.9	0	0	0	0	0	0	
Y119C1A.1	55.24	79.66	55.03	23.59	4.75	24.6	
Y119C1B.1	0	0	0	0	0	0	
Y119C1B.10	21.28	35.07	45.66	45.06	4.7	65.93	
Y119C1B.11	0	0	0	0	0	0	
Y119C1B.12	0	0	0	0	0	0	
Y119C1B.3	0	0	0	1.09	0	0	
Y119C1B.4	98.05	116.28	6.81	38.61	27.63	34.3	
Y119C1B.5	45.52	25.56	76.89	75.6	0.46	88.84	
Y119C1B.6	0	0	0	0	0	0	
Y119C1B.9	0	0	0	0	0	0	
Y119D3B.10	0	0	0	0	0	0	
Y119D3B.11	41.42	41.25	52.5	45.49	76	47.42	
Y119D3B.12	7.29	9.72	66.15	30.61	15.18	20.66	
Y119D3B.13	0	0.32	1.74	0	0.45	0	
Y119D3B.14	4.26	0.58	21.27	0.9	0.16	0	
Y119D3B.16	0	0	0	0	0	0	
Y119D3B.21	0	0	0	0	0	0	
Y119D3B.23	0	0	0	0	0	0	
Y119D3B.24	0	0	0	0	0	0	
Y119D3B.25	0	0	0	0	0	0	
Y119D3B.26	0	0	0	0	0	0	
Y119D3B.27	0	0	0	0	0	0	
Y119D3B.t1	0	0	0	0	0	0	
Y11D7A.1	0	0	0	0	0	0	
Y11D7A.10	99.08	123.16	108.86	24.88	84.92	20.05	
Y11D7A.14	0	0	0	1.93	0	0	
Y11D7A.16	0	0	0	0	0	0	
Y11D7A.19	0	0	0	0	0	0	
Y11D7A.3	0	0	0	0	0	0	
Y11D7A.5	0	0	0	0	0	0	
Y11D7A.7	107.77	76.29	45.48	47.64	78.26	58	
Y11D7A.8	0.88	0	0.24	0	98.43	4.2	
Y11D7A.9	16.97	0	59.84	0	0	0	
Y12A6A.1	0	0.21	0	0	0	0	
Y12A6A.2	0	0	0	0	0	0	
Y13C8A.1	0	0	0	0	0	0	
Y13C8A.2	0	0	0	0	0	0	
Y13C8A.3	0	0	0	0	0	0	
Y14H12A.1	0	0	0	0	0	0	
Y14H12A.2	0	0	0	0	0	0	
Y14H12A.3	0	0	0	0	0	0	
Y14H12B.1	180.22	195.91	254.12	188.86	304.06	106.86	
Y14H12B.2	81.8	104.99	162.65	142.51	50.97	125.42	
Y15E3A.10	0	0	0	0	0	0	
Y15E3A.11	0	0	0	0	0	0	
Y15E3A.12	0	0	0	0	0	0	
Y15E3A.13	0	0	0	0	0	0	
Y15E3A.14	0	0	0	0	0	0	
Y15E3A.15	0	0	0	0	0	0	
Y15E3A.16	0	0	0	0	0	0	
Y15E3A.3	0.36	11.9	0	1.4	0	0	
Y15E3A.4	1.29	0	0	0	0	0	
Y15E3A.5	0	0	0	0	0	0	
Y15E3A.7	0	0	0	0	0	0	
Y15E3A.8	0	0	0	0	0	0	
Y15E3A.9	0	0	0	0	0	0	
Y16B4A.2	0.12	0	0	0	0	0	
Y16B4A.3	0	0	0	0	0	0	
Y16B4A.4	0	0	0	0	0	0	
Y16E11A.2	0	0	0	0	0	0	
Y17D7A.5	0	0	0	0	0	0	
Y17D7B.10	0	0	0	0	0	0	
Y17D7B.11	0	0	0	0	0	0	
Y17D7B.12	0	0	0	0	0	0	
Y17D7B.13	0	0	0	0	0	0	
Y17D7B.2	0	0	0	0	0	0	
Y17D7B.3	0	0	0	0	0	0	
Y17D7B.4	0	0	0	0	0	0	
Y17D7B.5	0	0	0	0	0	0	
Y17D7B.7	0	0	0	0	0	0	
Y17D7B.9	0	0	0	0	0	0	
Y17D7C.1	0	0	0	0	0	0	
Y17D7C.2	0	0	0	0	0	0	
Y17D7C.3	0	112.03	92.69	0	1.41	0	
Y17D7C.4	0	0	0	0	0	0	
Y17D7C.5	0	0	0	0	0	0	
Y17D7C.6	0	0	0	0	0	0	
Y17D7C.7	0	0	0	0	0	0	
Y17D7C.8	0	0	0	0	0	0	
Y17G7A.2	0	0	0	0	0	0	
Y17G7A.3	0	0	0	0	0	0	
Y17G7A.4	0	0	0	0	0	0	
Y17G7B.10	16.54	60.23	105.05	73.39	32.49	93.26	
Y17G7B.12	52.22	26	20.28	16.48	46.91	17.82	
Y17G7B.13	19.39	18.01	0	2.02	15.07	6.75	
Y17G7B.17	44.64	81.27	34.08	79.1	146.02	57.43	
Y17G7B.18	57.3	43.87	28.17	30.81	47.16	28.32	
Y17G7B.19	0	0	0	14.2	0	7.64	
Y17G7B.20	127.73	143.83	100.06	103.94	198.85	40.98	
Y17G7B.21	0	0	17.53	0	0	6.44	
Y17G7B.22	0	0	0	0	0	0	
Y17G7B.23	0	2.68	0	0	0	0	
Y17G7B.24	0	0	0	0	0	0	
Y17G7B.3	17.13	13.19	2.41	1.75	34.07	5.85	
Y17G7B.4	68.31	59.8	54.83	67.55	59.2	69.26	
Y17G7B.8	0	0	0	0	0	0	
Y17G9A.2	0	0	0	0	0	0	
Y17G9A.3	0	0	0	0	0	0	
Y17G9A.4	0	0	0	0	0	0	
Y17G9A.85	0	0	0	0	0	0	
Y17G9A.86	0	0	0	0	0	0	
Y17G9A.87	0	0	0	0	0	0	
Y17G9A.88	0	0	0	0	0	0	
Y17G9A.89	0	0	0	0	0	0	
Y17G9A.t1	0	0	0	0	0	0	
Y17G9B.1	0	0	0	0	0	0	
Y17G9B.11	0	0	0	0	0	0	
Y17G9B.2	9.02	0	0	0	0	0	
Y17G9B.4	0.86	11.6	33.84	6.19	87.1	15.08	
Y17G9B.5	106.49	123.25	74.91	117.78	244.92	192.45	
Y17G9B.8	5.27	39.78	76.49	32.37	69.12	37.35	
Y17G9B.9	130.18	118.37	97.37	139.74	151.65	112.6	
Y18D10A.1	16.35	23.96	40.41	37.43	16.23	22.28	
Y18D10A.11	340.9	219.93	552.16	334.3	622.71	403.36	
Y18D10A.16	79.52	131.79	111.43	70.69	148.25	72.22	
Y18D10A.2	0.76	2.69	3.1	0	0	0	
Y18D10A.21	0	0	0	0	0	0	
Y18D10A.22	0	0	0	0	0	0	
Y18D10A.23	0	0	0	0	0	0	
Y18D10A.26	0	0	0	0	0	0	
Y18D10A.27	0	0	0	0	0	0	
Y18D10A.28	0	0	0	0	0	0	
Y18D10A.3	0	0	28.46	0	0	0	
Y18D10A.4	0	0	0	0	0	0	
Y18D10A.8	0.13	2.13	0	0	8.24	0	
Y18D10A.9	17.97	8.45	2.2	22.79	77.11	18.31	
Y18H1A.1	0	0	0	0	0	0	
Y18H1A.10	0	0	0	0	0	0	
Y18H1A.11	0	0	0	0	0	0	
Y18H1A.14	0	0	0	0	0	0	
Y18H1A.15	0	0	0	0	0	0	
Y18H1A.16	0	0	0	0	0	0	
Y18H1A.17	0	0	0	0	0	0	
Y18H1A.2	17	65.03	60.16	47.35	133.74	32.19	
Y18H1A.3	27.27	18.12	32.03	35.8	10.17	11.78	
Y18H1A.4	98.36	50.45	5.64	23.94	84.18	23.68	
Y18H1A.7	54.25	64.17	112.89	70.64	84.45	72.33	
Y18H1A.8	0	0	0	0	0	0	
Y18H1A.9	0	0	0	0	0	0	
Y18H1A.t1	0	0	0	0	0	0	
Y19D10A.1	0	0	0	0	0	0	
Y19D10A.10	0	0	0	0	0	0	
Y19D10A.11	0	0	0	0	0	0	
Y19D10A.12	0	0	0	0	0	0	
Y19D10A.16	0	0	0	0	0	0	
Y19D10A.17	0	0	0	0	0	0	
Y19D10A.18	0	0	0	0	0	0	
Y19D10A.2	0	0	0	0	0	0	
Y19D10A.4	0	0	0	0	0	0	
Y19D10A.5	0	0	0	0	0	0	
Y19D10A.6	0	0	0	0	0	0	
Y19D10A.7	0	0	0	0	0	0	
Y19D10A.8	0	0	0	0	0	0	
Y19D10B.1	0	0	0	0	0	0	
Y19D10B.3	0	0	0	0	0	0	
Y19D10B.4	0	0	0	0	0	0	
Y19D10B.5	0	0	0	0	0	0	
Y19D10B.6	0	0	0	0	0	0	
Y19D10B.7	0	0	0	0	0	0	
Y19D2B.1	0	0	0	0	0	0	
Y19D2B.2	0.48	0	0	0	0	0	
Y1A5A.1	0	0	0	0	0	0	
Y1A5A.2	0	0	0	0	0	0	
Y1B5A.1	0	0	0	0	0	0	
Y20C6A.1	0	0	0	0	0	0	
Y20C6A.3	0	0	0	0	0	0	
Y20C6A.4	0	0	0	0	0	0	
Y20F4.2	0	0.52	0	0	0	1.4	
Y20F4.4	1.65	1.34	7.61	2.85	13.96	1.11	
Y20F4.8	0	0	0	0	0	0	
Y22D7AL.1	0	0	0	0	0	0	
Y22D7AL.10	298.67	286.13	222.86	95.88	176.17	122.99	
Y22D7AL.11	0	0	0	0	0	0	
Y22D7AL.12	0	0	0	0	0	0	
Y22D7AL.13	0	0	0	0	0	0	
Y22D7AL.14	0	2.64	0	0	0	0	
Y22D7AL.15	0	0	0	0	0	0	
Y22D7AL.16	0	0	0	0	0	0	
Y22D7AL.17	0	0	0	0	0	0	
Y22D7AL.18	0	0	0	0	0	0	
Y22D7AL.19	0	0	0	0	0	0	
Y22D7AL.3	0	0	0	0	0	0	
Y22D7AL.4	0	0	0	0	0	0	
Y22D7AL.6	0	0	0	0	0	0	
Y22D7AL.7	0.21	13.05	0.57	10.39	43.24	4.17	
Y22D7AL.9	4.27	16.86	11.65	16.67	0.43	4.43	
Y22D7AL.t1	0	0	0	0	0	0	
Y22D7AL.t2	0	0	0	0	0	0	
Y22D7AL.t3	0	0	0	0	0	0	
Y22D7AL.t4	0	0	0	0	0	0	
Y22D7AL.t5	0	0	0	0	0	0	
Y22D7AL.t6	0	0	0	0	0	0	
Y22D7AR.10	0	0	0	0	0	0	
Y22D7AR.12	0	0	0	0	0	0	
Y22D7AR.14	0	0	0	0	0	0	
Y22D7AR.16	0	0	0	0	0	0	
Y22D7AR.17	0	0	0	0	0	0	
Y22D7AR.18	0	0	0	0	0	0	
Y22D7AR.19	0	0	0	0	0	0	
Y22D7AR.2	0	0	0	0	0	0	
Y22D7AR.3	0	0	0	0	0	0	
Y22D7AR.6	3.53	0	0	5.31	0	0	
Y22D7AR.7	0	0	0	0	0	0	
Y22D7AR.t1	0	0	0	0	0	0	
Y22F5A.10	0	0	0	0	0	0	
Y22F5A.8	0	0	0	0	0	0	
Y22F5A.9	0	0	0	0	0	0	
Y22F5B.1	0	0	0	0	0	0	
Y23B4A.1	0	0	0	0	0	0	
Y23B4A.2	0	0	0	0	0	0	
Y23B4A.5	0	0	0	0	0	0	
Y23H5A.10	0	0	0	0	0	0	
Y23H5A.11	0	0	0	0	0	0	
Y23H5A.2	8.76	21.64	3.23	38.9	14.62	46.02	
Y23H5A.3	117.26	80.07	164.01	157.44	123.79	109.05	
Y23H5A.4	0	0	0	0	0	0	
Y23H5A.8	0	0	0	0	0	0	
Y23H5A.9	0	0	0	0	0	0	
Y23H5B.1	0	0	0	0	0	0	
Y23H5B.10	0	0	0	0	0	0	
Y23H5B.12	0	0	0	0	0	0	
Y23H5B.13	0	0	0	0	0	0	
Y23H5B.2	0	0	0	0	0	0	
Y23H5B.3	0	0	0	0	0	0	
Y23H5B.4	0	0	0	0	0	0	
Y23H5B.5	24.13	31.96	0.16	14.71	28.74	10.52	
Y23H5B.6	21.02	17.93	88.03	32.36	61.29	50.05	
Y23H5B.7	0	0	0	0	0	0	
Y23H5B.8	14.78	2.25	0	0	0	0	
Y24D9A.10	0	0	0	0	0	0	
Y24D9A.11	0	0	0	0	0	0	
Y24D9A.12	0	0	0	0	0	0	
Y24D9A.5	0	0	0	0	0	0	
Y24D9A.6	0	0	0	0	0	0	
Y24D9A.7	0	0	0	0	0	0	
Y24D9A.8	22.25	10.44	47.23	25.49	137.36	67.24	
Y24D9A.9	0	0	0	0	0	0	
Y24D9B.1	0	0.6	0	0	0	0	
Y24F12A.1	182.26	144.74	240.88	157.86	246.51	124.67	
Y24F12A.3	0.73	0.37	0	0	0	0	
Y24F12A.4	5.82	0.63	1.4	0	0	0	
Y25C1A.13	21.63	37.23	47.12	20.87	25.76	21.02	
Y25C1A.14	0	0	0	0	0	0	
Y25C1A.15	0	0	0	0	0	0	
Y25C1A.2	0	0	0	0	0	0	
Y25C1A.5	48.06	43.6	20.76	52.18	51.03	109.07	
Y25C1A.6	0	0.99	0	0	0	0	
Y25C1A.7	89.51	189.31	149.23	217.19	132.41	99.88	
Y25C1A.8	51.32	46.07	33.56	31.23	25.92	54.64	
Y25C1A.t1	0	0	0	0	0	0	
Y25C1A.t2	0	0	0	0	0	0	
Y26D4A.12	0	0	0	0	0	0	
Y26D4A.13	0	0	0	0	0	0	
Y26D4A.15	0	0	0	0	0	0	
Y26D4A.16	0	0	0	0	0	0	
Y26D4A.17	0	0	0	0	0	0	
Y26D4A.18	0	0	0	0	0	0	
Y26D4A.19	0	0	0	0	0	0	
Y26D4A.2	0	0	0	0	0	0	
Y26D4A.21	0	0	0	0	0	0	
Y26D4A.22	0	0	0	0	0	0	
Y26D4A.23	0	0	0	0	0	0	
Y26D4A.24	0	0	0	0	0	0	
Y26D4A.25	0	0	0	0	0	0	
Y26D4A.3	0	0	0	0	0	0	
Y26D4A.5	0	0	0	0	0	0	
Y26D4A.8	0	0	0	0	0	0	
Y26E6A.2	15.89	8.51	0	15.18	0	9.03	
Y26E6A.3	0	0	0	0	0	0	
Y26G10.1	0	0	0	0	0	0	
Y26G10.3	0	0	0	0	0	0	
Y26G10.4	0	0	0	0	0	0	
Y26G10.5	0	0	0	0	0	0	
Y26G10.6	0	0	0	0	0	0	
Y26G10.7	0	0	0	0	0	0	
Y26G10.t1	0	0	0	0	0	0	
Y26G10.t2	0	0	0	0	0	0	
Y26G10.t3	0	0	0	0	0	0	
Y27F2A.10	0	0	0	0	0	0	
Y27F2A.11	0	0	0	0	0	0	
Y27F2A.6	1.22	0.18	0	0	33.75	0	
Y27F2A.8	33.99	29.69	21.12	10.48	22.1	11.7	
Y27F2A.9	0	0	0	0	0	0	
Y2H9A.4	0	0	0	0	0	0	
Y2H9A.5	0	0	0	0	0	0	
Y2H9A.6	0	1.32	0	0	0	0	
Y32B12A.1	0	0	0	0	0	0	
Y32B12A.3	0	0	0	0	0	0	
Y32B12A.4	0	0	0	0	0	0	
Y32B12A.5	0	0	0	0	0	0	
Y32B12B.1	0	0	0	0	0	0	
Y32B12B.2	183.98	125.48	126.03	143.85	144.25	315.6	
Y32B12B.4	31.98	15.1	13.03	43.6	4.57	50.36	
Y32B12B.t1	0	0	0	0	0	0	
Y32B12B.t2	0	0	0	0	0	0	
Y32B12C.1	0	0	0	0	0	0	
Y32B12C.3	0	0	0	0	0	0	
Y32B12C.5	0	0	0	0	0	0	
Y32F6A.4	0	5.88	0	0	0	0	
Y32F6A.5	0	0	0	0	0	0	
Y32F6A.6	0	0	0	0	0	0	
Y32F6A.7	0	0	0	0	0	0	
Y32F6B.1	0	0	0	0	0	0	
Y32F6B.5	0	0	0	0	0	0	
Y32F6B.6	0	0	0	0	0	0	
Y32F6B.7	0	0	0	0	0	0	
Y32G9A.10	0	2.1	0	0	0	0	
Y32G9A.11	0	0	0	0	0	0	
Y32G9A.12	0	0	0	0	0	0	
Y32G9A.13	0	0	0	0	0	0	
Y32G9A.2	0	0	0	0	0	0	
Y32G9A.3	0	0	0	0	0	0	
Y32G9A.5	0	0	0	0	0	0	
Y32G9A.6	0	0	0	0.62	0	0	
Y32G9A.8	8.82	16.42	0.25	0.37	0	0.41	
Y32G9B.1	0	1.9	0	0	0	2.89	
Y32H12A.1	0	0	0	0	0	13.3	
Y32H12A.2	145.59	121.22	97.56	118.64	109.63	97.38	
Y32H12A.4	157.36	211.91	104.15	175.73	274.52	104.1	
Y32H12A.6	6.21	11.96	0	6.86	0	14.72	
Y32H12A.7	118.76	101.91	52.82	99.65	252.09	158.49	
Y32H12A.8	11.88	7.35	18.29	4.16	16.2	5.71	
Y32H12A.9	0	0	0	0	0	0	
Y34B4A.10	0	0	0	0	0	0	
Y34B4A.12	0	0	0	0	0	0	
Y34B4A.13	0	0	0	0	0	0	
Y34B4A.14	0	0	0	0	0	0	
Y34B4A.15	0	0	0	0	0	0	
Y34B4A.16	0	0	0	0	0	0	
Y34B4A.17	0	0	0	0	0	0	
Y34B4A.18	0	0	0	0	0	0	
Y34B4A.2	19.83	68.53	66.89	76.21	53.28	102.47	
Y34B4A.4	2.19	2.77	2.05	2.41	0	1.45	
Y34B4A.5	0	0	0	0	0	0	
Y34B4A.6	0	0	0	0	0	0	
Y34B4A.7	46.57	56.21	72.84	36.75	36.49	23.2	
Y34B4A.8	22.36	38.74	35.81	30	0	55.14	
Y34B4A.9	0	0	0	0	0	0	
Y34B4A.t1	0	0	0	0	0	0	
Y34D9A.1	59.95	82.68	57.93	64.96	51.6	67.86	
Y34D9A.2	0	0	0	0	0	0	
Y34D9A.3	31.19	28.27	10.63	42.82	10.97	23.43	
Y34D9A.7	0	0.83	0	0	0	7.17	
Y34D9A.8	0	0	0	0	0	0	
Y34F4.1	0	0	0	0	0	0	
Y34F4.2	0	0	0	0	0	0	
Y34F4.3	0	0	0	0	0.92	0	
Y34F4.4	0	0	0	0	0	0	
Y34F4.5	31.33	0	0	15.3	0	20.18	
Y34F4.6	0	0	0	0	0	0	
Y35H6.3	0	0	0	0	0	0	
Y36E3A.2	0	0	0	0	0	0	
Y37A1A.2	0	0	0	0	0	0	
Y37A1A.3	0	0.32	0	0.31	0	0	
Y37A1A.4	100.33	345.2	49.05	95.14	0	101.41	
Y37A1B.17	17.78	10.94	6.64	18.36	1.63	14.91	
Y37A1B.18	0	0	0	0	0	0	
Y37A1B.330	0	0	0	0	0	0	
Y37A1B.331	0	0	0	0	0	0	
Y37A1B.332	0	0	0	0	0	0	
Y37A1B.333	0	0	0	0	0	0	
Y37A1B.334	0	0	0	0	0	0	
Y37A1B.335	0	0	0	0	0	0	
Y37A1B.336	0	0	0	0	0	0	
Y37A1B.337	0	0	0	0	0	0	
Y37A1B.4	0	0	0	0	0	0	
Y37A1B.5	3.23	5.95	3.63	1.05	3.04	0	
Y37A1B.7	0	0	0	0	0	0	
Y37A1B.8	0	0	0	0	0	0	
Y37A1B.9	0	0	0	0	0	0	
Y37A1B.t1	0	0	0	0	0	0	
Y37B11A.2	18.72	17.13	19.98	34.16	92.7	52.66	
Y37B11A.3	0	0	0	0	0	0	
Y37B11A.4	0	0	0	0	0	0	
Y37B11A.5	0	0	0	0	0	0	
Y37B11A.t2	0	0	0	0	0	0	
Y37D8A.10	23.56	8.14	17.88	10.78	30.66	4.81	
Y37D8A.11	32.26	11.52	7.98	68.3	3.82	39.18	
Y37D8A.12	0	0	8.58	0.89	0	0.33	
Y37D8A.16	0	0	0	0	0	0	
Y37D8A.17	0	0	0	0	0	0	
Y37D8A.18	56.09	113.32	10.63	40.74	96.2	29.3	
Y37D8A.19	0	7.34	12.88	8.77	9.51	4.89	
Y37D8A.2	1.56	0	0	34.7	33.11	18.59	
Y37D8A.21	47.96	97.57	118.71	72.53	83.99	48.72	
Y37D8A.25	51.7	50.99	56.76	7.92	52.95	8.84	
Y37D8A.26	0	0	0	0	0	0	
Y37D8A.27	0	0	0	0	0	0	
Y37D8A.28	0	0	0	0	0	0	
Y37D8A.3	17.35	23.78	6.79	3.93	11.36	8.77	
Y37D8A.4	156.13	91.99	67.27	109.06	163.7	75.76	
Y37D8A.5	0	0	0	0	0	0	
Y37D8A.6	0	0	0	0	0	0	
Y37D8A.8	0	0	0	0	0	0	
Y37E11AL.1	0	0	0	0	0	0	
Y37E11AL.12	0	0	0	0	0	0	
Y37E11AL.13	0	0	0	0	0	0	
Y37E11AL.14	0	0	0	0	0	0	
Y37E11AL.15	0	0	0	0	0	0	
Y37E11AL.16	0	0	0	0	0	0	
Y37E11AL.2	0	0	0	5.97	0	0	
Y37E11AL.3	102.24	91.83	198.95	179.42	87.41	190.18	
Y37E11AL.4	0	0	0	0	0	0	
Y37E11AL.6	0	0	1.73	0	0	6.99	
Y37E11AL.9	0	0.64	0	0	0	0	
Y37E11AM.2	98.12	63.22	15.76	79.85	142.15	61.61	
Y37E11AM.3	63.74	65.52	48.07	17.94	43.42	25.18	
Y37E11AR.1	0	0	0	0	0	1.01	
Y37E11AR.7	0	0	0	0	0	0	
Y37E11B.1	0	0	0	0	0	7.8	
Y37E11B.10	0	0	0	0	0	0	
Y37E11B.11	0	0	0	0	0	0	
Y37E11B.12	0	0	0	0	0	0	
Y37E11B.13	0	0	0	0	0	0	
Y37E11B.14	0	0	0	0	0	0	
Y37E11B.2	54.9	64.02	0	0	0.44	4.08	
Y37E11B.3	134.42	91.21	92.22	64.07	63.04	41.71	
Y37E11B.5	31.84	15	53.47	1.31	0	13.17	
Y37E11B.6	179.22	97.38	158.76	44.6	153.49	59.51	
Y37E11B.7	0	0	0	1.2	0	1.34	
Y37E11B.9	0	0	0	0	0	0	
Y37E11B.t1	0	0	0	0	0	0	
Y37E11B.t2	0	0	0	0	0	0	
Y37E11C.3	0	0	0	0	0	0	
Y37E3.1	30.31	36.03	37.98	119.16	134.76	79.79	
Y37E3.10	40.2	48.04	63.74	6.37	106.46	38.94	
Y37E3.11	147.88	161.42	211.04	169	170.34	159.38	
Y37E3.13	0	0	0	12	0	0	
Y37E3.17	36.28	38.37	96.99	139.62	84.35	187.57	
Y37E3.19	0	0	0	0	0	0	
Y37E3.20	0	0	0	0	0	0	
Y37E3.21	0	0	0	0	0	0	
Y37E3.22	0	0	0	0	0	0	
Y37E3.23	0	0	0	0	0	0	
Y37E3.24	0	0	0	0	0	0	
Y37E3.25	0	0	0	0	0	0	
Y37E3.26	0	0	0	0	0	0	
Y37E3.27	0	0	0	0	0	0	
Y37E3.28	0	0	0	0	0	0	
Y37E3.29	0	0	0	0	0	0	
Y37E3.8	136.08	163.49	3.72	47.34	101.11	46.83	
Y37F4.1	0	0	0	0	0	0	
Y37F4.10	0	0	0	0	0	0	
Y37F4.11	0	0	0	0	0	0	
Y37F4.12	0	0	0	0	0	0	
Y37F4.13	0	0	0	0	0	0	
Y37F4.14	0	0	0	0	0	0	
Y37F4.2	0	0	0	0	0	0	
Y37F4.3	0	0	0	0	0	0	
Y37F4.4	0	0	0	0	0	0	
Y37F4.5	0	0.37	0	0	0	0	
Y37F4.6	6.28	15.09	0	1.14	12.64	8.36	
Y37F4.7	0	0	0	0	0	0	
Y37F4.8	0	0	0	0	0	0	
Y37F4.t1	0	0	0	0	0	0	
Y37F4.t2	0	0	0	0	0	0	
Y37H2A.1	67.23	129.09	140.76	110.28	4.21	126.68	
Y37H2A.10	0	0	0	0	0	0	
Y37H2A.11	0	0	0	0	0	0	
Y37H2A.12	64.05	41.84	75.28	21.28	35.42	3.6	
Y37H2A.13	0	0	0	0	0	0	
Y37H2A.14	0	0	0	0	0	0	
Y37H2A.16	0	0	0	0	0	0	
Y37H2A.17	0	0	0	0	0	0	
Y37H2A.7	0	0	0	0	0	0	
Y37H2B.1	0	0	0	0	0	0	
Y37H2C.1	0	0	0	0	0	0	
Y37H2C.4	0	0	0	0	0	0	
Y37H2C.5	0	0	0	0	0	0	
Y37H9A.1	16.15	29.56	0	19.24	23.02	0.35	
Y37H9A.2	0	0	0	0	0	0	
Y37H9A.3	8.17	25.32	11.62	19.88	9	0.98	
Y37H9A.4	0	0	0	0	0	0	
Y37H9A.5	0	0	0	0	0	0	
Y38A10A.10	0	0	0	0	0	0	
Y38A10A.2	0	0	0	0	0	0	
Y38A10A.6	172.97	137.1	210.63	181.6	145.24	171.63	
Y38A10A.7	223.88	241.57	93.03	156.59	251.53	131.7	
Y38A10A.8	0	0	0	0	0	0	
Y38A10A.9	0	0	0	0	0	0	
Y38C1AA.1	149.91	111.18	119.24	71.63	108.77	165.78	
Y38C1AA.12	5.79	30.64	0	3.93	0	40.6	
Y38C1AA.14	108.91	85.81	0	27.24	78.01	16.37	
Y38C1AA.15	0	0	0	0	0	0	
Y38C1AA.16	0	0	0	0	0	0	
Y38C1AA.17	0	0	0	0	0	0	
Y38C1AA.18	0	0	0	0	0	0	
Y38C1AA.6	0	0	0	0	0	0	
Y38C1AA.7	0	0	0	0	0	0	
Y38C1AA.9	0	0	0	0	0	0	
Y38C1AB.1	0	0	0	0	0	0	
Y38C1AB.2	0	0	0	0	0	0	
Y38C1AB.3	0	0	0	0	0	0	
Y38C1AB.4	0	0	0	0	0	0	
Y38C1AB.5	0	0	0	0	0	0	
Y38C1AB.6	0	0	0	0	0	0	
Y38C1AB.7	0	0	0	0	0	0	
Y38C1AB.9	0	0	0	0	0	0	
Y38C1BA.1	0	0	0	0	0	0	
Y38C1BA.4	0	0	0	0	0	0	
Y38C1BA.5	0	0	0	0	0	0	
